33040728,"AirMyne (YC W22) is hiring a chemical engineer in Berkeley, CA",https://www.ycombinator.com/companies/airmyne/jobs/4F7mJr4-chemical-engineer
33031858,Iollo (YC S22) is hiring a founding full-stack engineer,https://www.ycombinator.com/companies/iollo/jobs/ql9YHtG-full-stack-engineer
33013193,Smarking (YC W15) is hiring a product lead to digitize the parking industry,https://jobs.lever.co/smarking/3e6e8c04-8aaa-48f5-86e5-70386f857c55
33010297,Metriport (YC S22) Is Hiring,https://www.ycombinator.com/companies/metriport/jobs/2kddvih-founding-software-engineer
32998016,Porter (YC S20) Is Hiring,https://www.workatastartup.com/companies/porter
32995076,"AiSupervision (YC W22) is hiring an intern (remote, start)",https://www.aisupervision.com/careers/intern
32964485,SafeBeat Rx (YC S21) Is Hiring,https://www.ycombinator.com/companies/safebeat-rx/jobs/1w9mM9v-research-scientist-post-doctoral-position
32944570,New Story (YC S15) Is Hiring a Controller,https://newstorycharity.org/careers/
32938880,"Wasp (YC W21) is hiring eng to work on DSL for making web apps (compiler, webdev)",
32919779,Etleap (YC W13) Is Hiring Software Engineer – London,https://etleap.com/careers/software-engineer/
32862998,Diversion (YC S22) Is Hiring,https://www.ycombinator.com/companies/diversion/jobs
32858405,TaxProper (YC S19) Is Hiring Engineers and Operations,
32834105,Tab (YC W15) Is Hiring a Full Stack Developer in London,https://tab.recruitee.com/o/full-stack-developer-3
32830123,Contentedge (YC W17) is hiring to build AI content writing software for SEO,https://www.contentedge.com/?pg=jobs
32784845,Olark (YC W09) Is Hiring an Account Executive who cares about accessibility,https://olark.hire.trakstar.com/jobs/fk02daq?source=hn
